               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.013874,           0.0041908,                   0,             0.98109,                   1,             0.99155,             0.88609,             0.01055,           0.0028132,                   0,           0.0068518,           0.0068518,           0.0068518
                 161,            0.013217,           0.0038482,                   0,             0.98174,                   1,             0.99377,             0.90154,           0.0099356,            0.002676,                   0,            0.006832,            0.006832,            0.006832
                 162,            0.013212,           0.0041526,                   0,             0.98057,                   1,             0.99422,             0.88973,            0.010213,            0.002783,                   0,           0.0068122,           0.0068122,           0.0068122
                 163,            0.012284,           0.0038558,                   0,             0.98091,                   1,              0.9943,             0.89578,           0.0096777,           0.0027648,                   0,           0.0067924,           0.0067924,           0.0067924
                 164,            0.013076,           0.0041584,                   0,             0.98155,                   1,             0.99439,             0.90367,           0.0098652,            0.002735,                   0,           0.0067726,           0.0067726,           0.0067726
                 165,            0.013535,           0.0042914,                   0,             0.98116,                   1,             0.99439,             0.89976,           0.0098083,           0.0028521,                   0,           0.0067528,           0.0067528,           0.0067528
                 166,            0.013227,           0.0041697,                   0,             0.98151,                   1,             0.99352,             0.90143,           0.0094982,           0.0027723,                   0,            0.006733,            0.006733,            0.006733
                 167,            0.013508,           0.0042572,                   0,              0.9814,                   1,             0.99262,             0.89869,           0.0096888,           0.0027567,                   0,           0.0067132,           0.0067132,           0.0067132
                 168,            0.012162,           0.0038593,                   0,                0.98,                   1,             0.99403,             0.90505,            0.009196,           0.0026855,                   0,           0.0066934,           0.0066934,           0.0066934
                 169,            0.012329,           0.0039466,                   0,             0.98161,                   1,             0.99465,              0.9035,           0.0096147,           0.0026309,                   0,           0.0066736,           0.0066736,           0.0066736
                 170,            0.012373,           0.0042075,                   0,             0.98034,                   1,             0.99404,             0.90703,           0.0092516,           0.0026587,                   0,           0.0066538,           0.0066538,           0.0066538
                 171,            0.012489,            0.004066,                   0,             0.97992,                   1,             0.99377,             0.89946,           0.0092344,           0.0026134,                   0,            0.006634,            0.006634,            0.006634
                 172,            0.012522,            0.003907,                   0,             0.97407,                   1,             0.99351,             0.91346,           0.0095637,           0.0026524,                   0,           0.0066142,           0.0066142,           0.0066142
                 173,            0.012648,           0.0038692,                   0,             0.98075,                   1,             0.99323,             0.90698,           0.0092521,           0.0026664,                   0,           0.0065944,           0.0065944,           0.0065944
                 174,            0.012582,           0.0038525,                   0,             0.98108,                   1,             0.99304,             0.90101,           0.0095861,           0.0026278,                   0,           0.0065746,           0.0065746,           0.0065746
                 175,            0.012175,           0.0040007,                   0,              0.9817,                   1,             0.99322,             0.90137,           0.0092033,           0.0026366,                   0,           0.0065548,           0.0065548,           0.0065548
                 176,            0.013193,           0.0041471,                   0,             0.98188,                   1,              0.9935,             0.90357,           0.0094227,           0.0025643,                   0,            0.006535,            0.006535,            0.006535
                 177,            0.013018,           0.0041561,                   0,              0.9811,                   1,             0.99331,             0.91186,           0.0093448,            0.002639,                   0,           0.0065152,           0.0065152,           0.0065152
                 178,            0.013758,           0.0041032,                   0,             0.98151,                   1,             0.99184,             0.90647,           0.0094029,           0.0026231,                   0,           0.0064954,           0.0064954,           0.0064954
                 179,            0.012728,           0.0042392,                   0,             0.98155,                   1,             0.99341,             0.91098,           0.0088296,           0.0026284,                   0,           0.0064756,           0.0064756,           0.0064756
                 180,            0.013493,           0.0040844,                   0,             0.98197,                   1,             0.99403,             0.90606,           0.0093378,           0.0026078,                   0,           0.0064558,           0.0064558,           0.0064558
                 181,            0.012999,            0.004146,                   0,             0.98205,                   1,             0.99079,             0.91106,            0.008885,           0.0025947,                   0,            0.006436,            0.006436,            0.006436
                 182,            0.012943,            0.003917,                   0,             0.98204,                   1,             0.99359,             0.92668,           0.0087745,           0.0025497,                   0,           0.0064162,           0.0064162,           0.0064162
                 183,            0.011941,           0.0039846,                   0,             0.98214,                   1,             0.99439,             0.90487,           0.0097804,           0.0025881,                   0,           0.0063964,           0.0063964,           0.0063964
                 184,            0.012788,           0.0039194,                   0,             0.98237,                   1,             0.99439,             0.91022,           0.0092682,           0.0025581,                   0,           0.0063766,           0.0063766,           0.0063766
                 185,            0.012266,           0.0040595,                   0,             0.98191,                   1,             0.99421,             0.91007,           0.0093587,           0.0025119,                   0,           0.0063568,           0.0063568,           0.0063568
                 186,            0.012626,           0.0040113,                   0,             0.98274,                   1,             0.99396,             0.90404,            0.010289,           0.0026354,                   0,            0.006337,            0.006337,            0.006337
                 187,            0.012616,           0.0037579,                   0,             0.98152,                   1,              0.9943,               0.915,           0.0088729,           0.0025209,                   0,           0.0063172,           0.0063172,           0.0063172
                 188,            0.012851,           0.0039985,                   0,             0.98181,                   1,             0.99439,             0.91806,           0.0090417,           0.0025892,                   0,           0.0062974,           0.0062974,           0.0062974
                 189,            0.013655,           0.0040857,                   0,             0.98153,                   1,             0.99395,             0.90164,           0.0095771,           0.0026192,                   0,           0.0062776,           0.0062776,           0.0062776
                 190,            0.012587,           0.0039816,                   0,             0.99127,             0.99631,             0.99378,             0.90596,           0.0092113,           0.0025848,                   0,           0.0062578,           0.0062578,           0.0062578
                 191,            0.011776,           0.0039376,                   0,             0.99129,             0.99804,             0.99248,              0.9096,           0.0092019,           0.0025658,                   0,            0.006238,            0.006238,            0.006238
                 192,            0.012165,           0.0038711,                   0,             0.99128,             0.99738,             0.99291,             0.90026,           0.0091584,           0.0025326,                   0,           0.0062182,           0.0062182,           0.0062182
                 193,            0.011814,           0.0036655,                   0,             0.99127,             0.99647,             0.99343,             0.89403,            0.010116,           0.0025819,                   0,           0.0061984,           0.0061984,           0.0061984
                 194,            0.011814,           0.0037916,                   0,             0.99128,             0.99748,             0.99143,             0.91013,           0.0089634,           0.0024524,                   0,           0.0061786,           0.0061786,           0.0061786
                 195,            0.011531,           0.0039005,                   0,              0.9822,                   1,             0.99361,             0.91673,           0.0089465,           0.0025204,                   0,           0.0061588,           0.0061588,           0.0061588
                 196,            0.012786,           0.0038653,                   0,             0.98271,                   1,             0.99309,              0.9126,           0.0091192,           0.0025035,                   0,            0.006139,            0.006139,            0.006139
                 197,            0.012863,           0.0039854,                   0,             0.98184,                   1,             0.99412,             0.91114,            0.009114,           0.0025291,                   0,           0.0061192,           0.0061192,           0.0061192
                 198,            0.012277,           0.0037044,                   0,             0.98192,                   1,             0.99412,               0.912,           0.0089145,           0.0025842,                   0,           0.0060994,           0.0060994,           0.0060994
                 199,            0.012675,           0.0038344,                   0,             0.98206,                   1,             0.99368,             0.91392,           0.0088339,           0.0025607,                   0,           0.0060796,           0.0060796,           0.0060796
                 200,            0.011766,           0.0036225,                   0,             0.98209,                   1,             0.99385,             0.90655,            0.008785,           0.0025447,                   0,           0.0060598,           0.0060598,           0.0060598
                 201,            0.011723,           0.0038389,                   0,             0.98249,                   1,             0.99404,             0.91178,           0.0085791,           0.0024552,                   0,             0.00604,             0.00604,             0.00604
                 202,            0.011519,           0.0040251,                   0,             0.98189,                   1,             0.99377,              0.9174,           0.0086525,           0.0024249,                   0,           0.0060202,           0.0060202,           0.0060202
                 203,            0.012019,           0.0037969,                   0,              0.9814,                   1,             0.99377,             0.92139,             0.00827,           0.0023879,                   0,           0.0060004,           0.0060004,           0.0060004
                 204,            0.011749,           0.0038309,                   0,             0.98224,                   1,             0.99395,              0.9197,           0.0084302,           0.0023584,                   0,           0.0059806,           0.0059806,           0.0059806
                 205,            0.012415,           0.0039105,                   0,             0.99128,             0.99733,             0.99422,             0.91745,           0.0088528,           0.0024265,                   0,           0.0059608,           0.0059608,           0.0059608
                 206,            0.011335,           0.0037377,                   0,             0.99127,             0.99662,             0.99422,             0.91689,           0.0087248,           0.0024689,                   0,            0.005941,            0.005941,            0.005941
                 207,            0.012491,           0.0037528,                   0,              0.9816,                   1,              0.9943,             0.90675,           0.0087539,           0.0025043,                   0,           0.0059212,           0.0059212,           0.0059212
                 208,            0.011937,           0.0037899,                   0,             0.99127,             0.99569,             0.99439,             0.91759,           0.0088872,           0.0024856,                   0,           0.0059014,           0.0059014,           0.0059014
                 209,            0.012393,           0.0038963,                   0,             0.99128,             0.99708,             0.99483,             0.91897,           0.0088796,           0.0024827,                   0,           0.0058816,           0.0058816,           0.0058816
                 210,            0.011303,           0.0035959,                   0,             0.99128,             0.99681,             0.99448,             0.91631,           0.0086253,           0.0024974,                   0,           0.0058618,           0.0058618,           0.0058618
                 211,            0.011106,           0.0037294,                   0,             0.97581,             0.99123,             0.99474,             0.92292,           0.0088089,            0.002467,                   0,            0.005842,            0.005842,            0.005842
                 212,            0.011952,            0.003883,                   0,             0.97417,                   1,             0.99439,             0.92727,           0.0083608,           0.0024249,                   0,           0.0058222,           0.0058222,           0.0058222
                 213,            0.011793,           0.0039416,                   0,              0.9785,             0.99123,             0.99412,             0.91935,           0.0090517,           0.0025248,                   0,           0.0058024,           0.0058024,           0.0058024
                 214,             0.01207,           0.0037215,                   0,             0.97343,                   1,             0.99438,             0.92473,           0.0082261,           0.0025084,                   0,           0.0057826,           0.0057826,           0.0057826
                 215,            0.011233,           0.0037116,                   0,             0.97355,                   1,             0.99483,             0.91801,           0.0085298,           0.0025134,                   0,           0.0057628,           0.0057628,           0.0057628
                 216,            0.011181,           0.0037726,                   0,             0.97422,                   1,             0.99491,             0.92325,           0.0084534,           0.0024497,                   0,            0.005743,            0.005743,            0.005743
                 217,            0.011004,           0.0035442,                   0,             0.98114,                   1,             0.99491,             0.92677,            0.008472,           0.0023924,                   0,           0.0057232,           0.0057232,           0.0057232
                 218,            0.010806,           0.0034644,                   0,             0.98201,                   1,             0.99491,             0.92807,           0.0084428,           0.0023747,                   0,           0.0057034,           0.0057034,           0.0057034
                 219,            0.011026,           0.0035863,                   0,               0.982,                   1,             0.99491,             0.91386,           0.0086097,           0.0024564,                   0,           0.0056836,           0.0056836,           0.0056836
                 220,            0.011348,           0.0039685,                   0,             0.98186,                   1,             0.99491,             0.91915,           0.0083749,           0.0023936,                   0,           0.0056638,           0.0056638,           0.0056638
                 221,             0.01132,           0.0035984,                   0,             0.98106,                   1,             0.99474,             0.92485,           0.0082582,           0.0023625,                   0,            0.005644,            0.005644,            0.005644
                 222,            0.011208,           0.0038608,                   0,              0.9811,                   1,             0.99456,             0.92887,           0.0081978,           0.0023427,                   0,           0.0056242,           0.0056242,           0.0056242
                 223,            0.011018,           0.0034826,                   0,             0.98087,                   1,             0.99448,             0.92883,           0.0078791,           0.0023661,                   0,           0.0056044,           0.0056044,           0.0056044
                 224,            0.011874,           0.0037103,                   0,             0.98064,                   1,             0.99421,              0.9248,           0.0085067,           0.0023594,                   0,           0.0055846,           0.0055846,           0.0055846
                 225,            0.011718,           0.0037125,                   0,             0.97412,                   1,             0.99421,              0.9297,           0.0082818,            0.002413,                   0,           0.0055648,           0.0055648,           0.0055648
                 226,            0.011045,            0.003847,                   0,             0.97398,                   1,              0.9943,             0.92568,           0.0080609,           0.0024313,                   0,            0.005545,            0.005545,            0.005545
                 227,            0.010804,            0.003621,                   0,             0.97931,                   1,              0.9943,             0.92849,           0.0081633,           0.0024079,                   0,           0.0055252,           0.0055252,           0.0055252
                 228,            0.010027,           0.0034787,                   0,             0.98119,                   1,              0.9943,              0.9357,           0.0080702,           0.0024475,                   0,           0.0055054,           0.0055054,           0.0055054
                 229,            0.011326,           0.0037871,                   0,             0.98159,                   1,             0.99412,             0.92941,           0.0079683,           0.0024058,                   0,           0.0054856,           0.0054856,           0.0054856
                 230,            0.010943,            0.003501,                   0,             0.98132,                   1,              0.9943,             0.93532,           0.0077796,           0.0023473,                   0,           0.0054658,           0.0054658,           0.0054658
                 231,            0.011643,           0.0037343,                   0,             0.97881,                   1,              0.9943,             0.93074,           0.0081369,           0.0024344,                   0,            0.005446,            0.005446,            0.005446
                 232,            0.011572,           0.0037245,                   0,             0.97425,                   1,             0.99439,             0.92316,           0.0084202,           0.0024344,                   0,           0.0054262,           0.0054262,           0.0054262
                 233,            0.010457,           0.0037244,                   0,             0.97924,                   1,              0.9943,              0.9273,           0.0086196,           0.0023881,                   0,           0.0054064,           0.0054064,           0.0054064
                 234,            0.011098,           0.0035048,                   0,             0.98208,                   1,             0.99465,             0.92542,            0.007945,           0.0023275,                   0,           0.0053866,           0.0053866,           0.0053866
                 235,            0.010558,           0.0035826,                   0,             0.98222,                   1,             0.99491,             0.94449,           0.0077672,           0.0023058,                   0,           0.0053668,           0.0053668,           0.0053668
                 236,             0.01098,           0.0035495,                   0,             0.98219,                   1,             0.99491,             0.92032,           0.0086191,             0.00244,                   0,            0.005347,            0.005347,            0.005347
                 237,            0.010878,           0.0039979,                   0,             0.98223,                   1,             0.99491,             0.93326,           0.0084979,            0.002386,                   0,           0.0053272,           0.0053272,           0.0053272
                 238,            0.010763,           0.0034957,                   0,             0.98169,                   1,             0.99482,              0.9217,           0.0086866,           0.0023912,                   0,           0.0053074,           0.0053074,           0.0053074
                 239,             0.01122,            0.003677,                   0,             0.98157,                   1,             0.99474,             0.93172,           0.0082693,           0.0023782,                   0,           0.0052876,           0.0052876,           0.0052876
                 240,           0.0099405,           0.0035459,                   0,             0.98111,                   1,             0.99465,             0.94113,           0.0078111,           0.0022921,                   0,           0.0052678,           0.0052678,           0.0052678
                 241,            0.010073,           0.0035255,                   0,             0.98527,             0.99123,             0.99456,             0.92963,            0.007509,           0.0022596,                   0,            0.005248,            0.005248,            0.005248
                 242,            0.010493,           0.0034994,                   0,             0.99128,             0.99745,             0.99457,             0.92932,           0.0081395,           0.0022825,                   0,           0.0052282,           0.0052282,           0.0052282
                 243,            0.010805,           0.0034998,                   0,              0.9913,             0.99957,             0.99457,             0.93745,           0.0078206,             0.00217,                   0,           0.0052084,           0.0052084,           0.0052084
                 244,            0.010401,           0.0037218,                   0,             0.99129,             0.99863,             0.99457,             0.94338,           0.0079142,           0.0022243,                   0,           0.0051886,           0.0051886,           0.0051886
                 245,            0.010456,           0.0034666,                   0,             0.98271,                   1,             0.99457,             0.93064,           0.0081267,           0.0022808,                   0,           0.0051688,           0.0051688,           0.0051688
                 246,            0.010124,           0.0034136,                   0,             0.99129,             0.99846,             0.99439,             0.92678,           0.0081194,           0.0023461,                   0,            0.005149,            0.005149,            0.005149
                 247,            0.010247,            0.003529,                   0,             0.99128,             0.99692,             0.99439,             0.92188,           0.0081777,           0.0023064,                   0,           0.0051292,           0.0051292,           0.0051292
                 248,           0.0097619,           0.0035675,                   0,             0.98906,             0.99123,             0.99474,             0.92853,           0.0080543,           0.0023201,                   0,           0.0051094,           0.0051094,           0.0051094
                 249,            0.010627,           0.0035085,                   0,             0.98973,             0.99123,             0.99474,             0.93132,           0.0080235,           0.0023097,                   0,           0.0050896,           0.0050896,           0.0050896
                 250,            0.010558,           0.0035335,                   0,             0.99128,             0.99693,             0.99474,             0.93038,           0.0081109,           0.0024517,                   0,           0.0050698,           0.0050698,           0.0050698
                 251,            0.011238,           0.0037051,                   0,             0.98192,                   1,             0.99447,             0.93624,           0.0078234,           0.0023435,                   0,             0.00505,             0.00505,             0.00505
                 252,            0.010346,            0.003392,                   0,              0.9913,             0.99893,              0.9943,              0.9283,           0.0079697,           0.0023513,                   0,           0.0050302,           0.0050302,           0.0050302
                 253,            0.010313,           0.0034768,                   0,             0.98133,                   1,              0.9943,              0.9333,           0.0079502,           0.0024281,                   0,           0.0050104,           0.0050104,           0.0050104
                 254,             0.01006,           0.0036415,                   0,             0.98105,                   1,              0.9943,             0.94093,           0.0076862,           0.0024521,                   0,           0.0049906,           0.0049906,           0.0049906
                 255,            0.010678,           0.0035025,                   0,             0.98103,                   1,             0.99465,             0.93101,           0.0080311,           0.0024526,                   0,           0.0049708,           0.0049708,           0.0049708
                 256,             0.00957,           0.0033758,                   0,             0.98185,                   1,             0.99474,             0.93426,            0.007884,           0.0023616,                   0,            0.004951,            0.004951,            0.004951
                 257,            0.011098,           0.0035033,                   0,             0.98171,                   1,             0.99483,             0.93607,           0.0077708,           0.0023328,                   0,           0.0049312,           0.0049312,           0.0049312
                 258,           0.0098338,           0.0035976,                   0,             0.98188,                   1,             0.99491,             0.94069,           0.0075623,           0.0023454,                   0,           0.0049114,           0.0049114,           0.0049114
                 259,            0.010125,            0.003356,                   0,             0.98179,                   1,               0.995,             0.93561,           0.0074326,           0.0022428,                   0,           0.0048916,           0.0048916,           0.0048916
                 260,            0.010562,            0.003357,                   0,             0.98184,                   1,             0.99482,             0.93473,            0.007751,           0.0022874,                   0,           0.0048718,           0.0048718,           0.0048718
                 261,            0.010741,           0.0035938,                   0,             0.99127,             0.99571,               0.995,             0.93353,           0.0076418,           0.0023438,                   0,            0.004852,            0.004852,            0.004852
                 262,            0.010297,           0.0035116,                   0,             0.99126,             0.99503,               0.995,             0.93541,           0.0075781,           0.0023769,                   0,           0.0048322,           0.0048322,           0.0048322
                 263,           0.0099312,           0.0032518,                   0,              0.9808,                   1,             0.99491,              0.9443,           0.0076008,           0.0023296,                   0,           0.0048124,           0.0048124,           0.0048124
                 264,            0.010039,           0.0033434,                   0,                   1,             0.99003,               0.995,             0.93657,            0.007451,           0.0023586,                   0,           0.0047926,           0.0047926,           0.0047926
                 265,            0.010041,           0.0033772,                   0,             0.98168,                   1,             0.99447,             0.94015,           0.0075427,           0.0023171,                   0,           0.0047728,           0.0047728,           0.0047728
                 266,           0.0096055,           0.0035522,                   0,             0.99128,             0.99665,             0.99465,             0.94031,           0.0072833,           0.0022847,                   0,            0.004753,            0.004753,            0.004753
                 267,            0.010835,           0.0036442,                   0,             0.98271,                   1,               0.995,             0.93675,           0.0074314,           0.0023233,                   0,           0.0047332,           0.0047332,           0.0047332
                 268,           0.0094353,           0.0031944,                   0,             0.98205,                   1,             0.99491,             0.93355,           0.0075756,           0.0022846,                   0,           0.0047134,           0.0047134,           0.0047134
                 269,            0.009972,            0.003418,                   0,             0.99125,             0.99406,               0.995,             0.95047,           0.0070402,           0.0021513,                   0,           0.0046936,           0.0046936,           0.0046936
                 270,           0.0096987,           0.0031812,                   0,             0.98251,                   1,             0.99491,             0.94311,           0.0071157,           0.0021163,                   0,           0.0046738,           0.0046738,           0.0046738
                 271,            0.009561,           0.0033708,                   0,             0.98268,                   1,             0.99491,             0.93777,           0.0070365,            0.002163,                   0,            0.004654,            0.004654,            0.004654
                 272,           0.0095117,           0.0033347,                   0,             0.99128,             0.99737,             0.99491,             0.94162,           0.0069461,           0.0021877,                   0,           0.0046342,           0.0046342,           0.0046342
                 273,            0.009406,           0.0033259,                   0,             0.98494,             0.99123,               0.995,             0.94157,           0.0071846,           0.0022176,                   0,           0.0046144,           0.0046144,           0.0046144
                 274,           0.0093288,           0.0031776,                   0,                   1,             0.99075,               0.995,             0.94047,           0.0070808,           0.0021629,                   0,           0.0045946,           0.0045946,           0.0045946
                 275,            0.010045,            0.003312,                   0,             0.98217,                   1,             0.99491,             0.94599,           0.0072157,           0.0021675,                   0,           0.0045748,           0.0045748,           0.0045748
                 276,            0.010933,           0.0035697,                   0,             0.98216,                   1,             0.99491,             0.94398,           0.0070355,           0.0021962,                   0,            0.004555,            0.004555,            0.004555
                 277,           0.0099116,           0.0033909,                   0,             0.98244,                   1,             0.99483,             0.94382,           0.0071069,           0.0021802,                   0,           0.0045352,           0.0045352,           0.0045352
                 278,           0.0098225,           0.0033446,                   0,             0.98211,                   1,             0.99447,             0.94258,           0.0072812,           0.0022055,                   0,           0.0045154,           0.0045154,           0.0045154
                 279,           0.0099302,           0.0033874,                   0,              0.9913,             0.99956,             0.99465,             0.93083,           0.0076605,           0.0022434,                   0,           0.0044956,           0.0044956,           0.0044956
                 280,           0.0099536,            0.003231,                   0,              0.9913,             0.99971,             0.99448,             0.93006,           0.0077377,           0.0022421,                   0,           0.0044758,           0.0044758,           0.0044758
                 281,           0.0094116,           0.0030965,                   0,             0.98209,                   1,             0.99439,             0.93642,           0.0077627,           0.0022381,                   0,            0.004456,            0.004456,            0.004456
                 282,           0.0099711,           0.0034193,                   0,             0.98211,                   1,              0.9943,             0.94319,           0.0074275,           0.0021996,                   0,           0.0044362,           0.0044362,           0.0044362
                 283,            0.009189,           0.0032131,                   0,             0.98214,                   1,             0.99439,             0.93958,           0.0072834,           0.0022233,                   0,           0.0044164,           0.0044164,           0.0044164
                 284,           0.0096302,           0.0035058,                   0,              0.9913,             0.99939,             0.99439,             0.94011,           0.0072326,           0.0022537,                   0,           0.0043966,           0.0043966,           0.0043966
                 285,           0.0093562,           0.0033386,                   0,             0.98266,                   1,             0.99439,             0.94945,           0.0070435,           0.0022266,                   0,           0.0043768,           0.0043768,           0.0043768
                 286,           0.0099664,           0.0036053,                   0,             0.98215,                   1,             0.99456,              0.9407,           0.0070466,           0.0022451,                   0,            0.004357,            0.004357,            0.004357
                 287,           0.0093109,            0.002927,                   0,             0.98211,                   1,             0.99447,             0.94159,           0.0069593,           0.0022379,                   0,           0.0043372,           0.0043372,           0.0043372
                 288,           0.0094282,           0.0035467,                   0,             0.98215,                   1,             0.99465,             0.95219,           0.0071282,           0.0021726,                   0,           0.0043174,           0.0043174,           0.0043174
                 289,           0.0093471,           0.0034008,                   0,              0.9826,                   1,             0.99439,             0.95191,           0.0067556,           0.0021225,                   0,           0.0042976,           0.0042976,           0.0042976
                 290,           0.0090667,           0.0031874,                   0,             0.99129,             0.99865,             0.99439,             0.94482,           0.0068693,           0.0021649,                   0,           0.0042778,           0.0042778,           0.0042778
                 291,           0.0093096,           0.0031051,                   0,             0.99127,             0.99617,             0.99448,             0.94596,           0.0072327,           0.0022238,                   0,            0.004258,            0.004258,            0.004258
                 292,           0.0090691,            0.003243,                   0,             0.98196,                   1,             0.99439,             0.94299,           0.0068991,           0.0022084,                   0,           0.0042382,           0.0042382,           0.0042382
                 293,           0.0095115,           0.0033423,                   0,             0.98192,                   1,             0.99439,             0.95051,           0.0070302,            0.002234,                   0,           0.0042184,           0.0042184,           0.0042184
                 294,           0.0095997,           0.0032858,                   0,             0.98186,                   1,             0.99439,             0.93836,            0.007215,           0.0022006,                   0,           0.0041986,           0.0041986,           0.0041986
                 295,           0.0098291,           0.0032695,                   0,             0.99127,             0.99568,             0.99439,             0.93752,           0.0071041,            0.002166,                   0,           0.0041788,           0.0041788,           0.0041788
                 296,           0.0089373,            0.003419,                   0,             0.99128,             0.99709,              0.9943,             0.94304,           0.0070385,           0.0022112,                   0,            0.004159,            0.004159,            0.004159
                 297,           0.0093869,           0.0032282,                   0,             0.98254,                   1,             0.99422,             0.94936,           0.0069652,           0.0021979,                   0,           0.0041392,           0.0041392,           0.0041392
                 298,            0.009544,           0.0033628,                   0,             0.98258,                   1,             0.99439,             0.94855,           0.0069779,           0.0022098,                   0,           0.0041194,           0.0041194,           0.0041194
                 299,           0.0094859,           0.0032554,                   0,             0.98155,                   1,             0.99439,             0.94917,           0.0069177,            0.002201,                   0,           0.0040996,           0.0040996,           0.0040996
                 300,           0.0093927,           0.0033682,                   0,              0.9823,                   1,             0.99439,              0.9443,           0.0069097,           0.0021435,                   0,           0.0040798,           0.0040798,           0.0040798
                 301,           0.0089054,           0.0031672,                   0,             0.98216,                   1,             0.99457,             0.93165,           0.0072075,           0.0022146,                   0,             0.00406,             0.00406,             0.00406
                 302,           0.0094242,           0.0033808,                   0,             0.98193,                   1,             0.99465,             0.94155,           0.0069221,           0.0022085,                   0,           0.0040402,           0.0040402,           0.0040402
                 303,           0.0085013,           0.0032033,                   0,             0.98102,                   1,             0.99465,             0.94604,           0.0068558,           0.0021874,                   0,           0.0040204,           0.0040204,           0.0040204
                 304,           0.0094999,           0.0031744,                   0,             0.98221,                   1,             0.99482,             0.94901,           0.0068201,           0.0021744,                   0,           0.0040006,           0.0040006,           0.0040006
                 305,            0.009271,           0.0033089,                   0,             0.99128,             0.99741,             0.99491,             0.94721,            0.006852,           0.0022138,                   0,           0.0039808,           0.0039808,           0.0039808
                 306,           0.0087916,           0.0032343,                   0,             0.98207,                   1,             0.99491,              0.9462,           0.0067541,           0.0022226,                   0,            0.003961,            0.003961,            0.003961
                 307,           0.0091297,           0.0031704,                   0,             0.99124,             0.99278,               0.995,             0.94837,           0.0066266,            0.002188,                   0,           0.0039412,           0.0039412,           0.0039412
                 308,           0.0089825,           0.0032893,                   0,             0.98219,                   1,               0.995,             0.94101,           0.0069196,           0.0022381,                   0,           0.0039214,           0.0039214,           0.0039214
                 309,           0.0089596,           0.0031642,                   0,             0.99128,             0.99719,               0.995,             0.94133,           0.0071698,           0.0022313,                   0,           0.0039016,           0.0039016,           0.0039016
                 310,           0.0090027,           0.0031105,                   0,             0.98129,                   1,             0.99491,             0.94542,           0.0067003,           0.0021636,                   0,           0.0038818,           0.0038818,           0.0038818
                 311,           0.0087837,           0.0032444,                   0,                   1,             0.98774,               0.995,             0.95435,           0.0066345,           0.0021598,                   0,            0.003862,            0.003862,            0.003862
                 312,           0.0088058,           0.0032086,                   0,             0.98124,                   1,             0.99491,             0.95107,            0.006576,           0.0021588,                   0,           0.0038422,           0.0038422,           0.0038422
                 313,           0.0088242,           0.0031802,                   0,                   1,             0.99057,               0.995,              0.9485,           0.0066367,           0.0021692,                   0,           0.0038224,           0.0038224,           0.0038224
                 314,           0.0082996,           0.0030903,                   0,             0.99129,             0.99796,             0.99491,             0.95232,           0.0068089,           0.0022065,                   0,           0.0038026,           0.0038026,           0.0038026
                 315,           0.0087908,            0.003403,                   0,             0.98196,                   1,               0.995,             0.94457,           0.0068152,           0.0021206,                   0,           0.0037828,           0.0037828,           0.0037828
                 316,           0.0091438,           0.0032325,                   0,                   1,             0.99114,               0.995,             0.94118,           0.0071373,            0.002082,                   0,            0.003763,            0.003763,            0.003763
                 317,           0.0090211,           0.0034298,                   0,             0.98316,             0.99123,               0.995,             0.94567,            0.006671,            0.002043,                   0,           0.0037432,           0.0037432,           0.0037432
                 318,            0.008562,            0.002838,                   0,             0.99127,             0.99595,             0.99483,             0.95055,           0.0067739,           0.0020853,                   0,           0.0037234,           0.0037234,           0.0037234
                 319,           0.0089989,           0.0033947,                   0,             0.98127,                   1,             0.99491,             0.95471,           0.0065385,           0.0020511,                   0,           0.0037036,           0.0037036,           0.0037036
                 320,           0.0085271,           0.0031267,                   0,             0.99126,             0.99518,               0.995,             0.95125,           0.0067101,           0.0021108,                   0,           0.0036838,           0.0036838,           0.0036838
                 321,           0.0089209,            0.002894,                   0,                   1,             0.98934,               0.995,             0.94875,           0.0066164,           0.0021631,                   0,            0.003664,            0.003664,            0.003664
                 322,           0.0086847,           0.0030527,                   0,             0.98275,                   1,             0.99491,             0.95222,           0.0064309,           0.0021984,                   0,           0.0036442,           0.0036442,           0.0036442
                 323,           0.0089884,            0.003285,                   0,             0.98002,                   1,               0.995,             0.94898,           0.0064653,           0.0021643,                   0,           0.0036244,           0.0036244,           0.0036244
                 324,           0.0085673,           0.0032178,                   0,             0.98169,                   1,               0.995,             0.94997,           0.0065541,           0.0020596,                   0,           0.0036046,           0.0036046,           0.0036046
                 325,           0.0087514,           0.0032089,                   0,             0.98187,                   1,               0.995,             0.95039,           0.0066213,            0.002072,                   0,           0.0035848,           0.0035848,           0.0035848
                 326,           0.0087192,           0.0032603,                   0,             0.98179,                   1,             0.99491,              0.9551,           0.0066566,           0.0020702,                   0,            0.003565,            0.003565,            0.003565
                 327,           0.0088701,            0.003399,                   0,                   1,             0.98737,               0.995,             0.95067,           0.0067772,           0.0021711,                   0,           0.0035452,           0.0035452,           0.0035452
                 328,           0.0087912,           0.0031834,                   0,                   1,               0.991,               0.995,             0.95254,           0.0062867,           0.0020995,                   0,           0.0035254,           0.0035254,           0.0035254
