               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 329,            0.008501,           0.0030457,                   0,             0.99121,             0.99123,               0.995,             0.95434,           0.0064859,           0.0021064,                   0,           0.0035056,           0.0035056,           0.0035056
                 330,            0.008202,           0.0031097,                   0,                   1,             0.99086,               0.995,             0.95116,           0.0064815,           0.0021148,                   0,           0.0034858,           0.0034858,           0.0034858
                 331,           0.0084237,           0.0029873,                   0,             0.98261,                   1,             0.99491,             0.95311,           0.0064044,           0.0021182,                   0,            0.003466,            0.003466,            0.003466
                 332,           0.0085559,           0.0031884,                   0,             0.99127,             0.99589,             0.99491,             0.96075,           0.0065056,           0.0021318,                   0,           0.0034462,           0.0034462,           0.0034462
                 333,           0.0089172,           0.0031886,                   0,             0.98683,             0.99123,             0.99447,             0.95316,           0.0063023,           0.0020591,                   0,           0.0034264,           0.0034264,           0.0034264
                 334,           0.0089862,           0.0032709,                   0,             0.99127,              0.9957,             0.99465,             0.95263,             0.00631,            0.002049,                   0,           0.0034066,           0.0034066,           0.0034066
                 335,           0.0083618,           0.0030352,                   0,             0.99127,              0.9957,             0.99491,             0.95073,           0.0063826,           0.0020413,                   0,           0.0033868,           0.0033868,           0.0033868
                 336,           0.0082946,           0.0030846,                   0,             0.99127,             0.99609,               0.995,             0.95458,           0.0062968,           0.0020697,                   0,            0.003367,            0.003367,            0.003367
                 337,           0.0079686,           0.0029355,                   0,              0.9913,              0.9996,             0.99491,               0.953,           0.0063262,           0.0021017,                   0,           0.0033472,           0.0033472,           0.0033472
                 338,           0.0080208,           0.0028837,                   0,                   1,             0.98967,               0.995,             0.95619,           0.0061246,           0.0020798,                   0,           0.0033274,           0.0033274,           0.0033274
                 339,           0.0079856,           0.0029283,                   0,             0.98076,                   1,             0.99491,             0.94472,           0.0063646,           0.0020317,                   0,           0.0033076,           0.0033076,           0.0033076
                 340,           0.0081478,           0.0030863,                   0,             0.99126,             0.99458,               0.995,             0.95568,           0.0062664,           0.0020642,                   0,           0.0032878,           0.0032878,           0.0032878
                 341,           0.0084374,           0.0030193,                   0,             0.98107,                   1,             0.99482,              0.9501,            0.006461,           0.0020522,                   0,            0.003268,            0.003268,            0.003268
                 342,           0.0086168,           0.0031891,                   0,             0.99127,             0.99595,             0.99465,             0.95166,           0.0062972,           0.0020426,                   0,           0.0032482,           0.0032482,           0.0032482
                 343,           0.0084687,           0.0030249,                   0,             0.99127,             0.99636,             0.99448,             0.95411,           0.0063271,           0.0020877,                   0,           0.0032284,           0.0032284,           0.0032284
                 344,           0.0084011,           0.0029702,                   0,             0.99127,             0.99613,             0.99439,             0.95098,           0.0062826,           0.0020767,                   0,           0.0032086,           0.0032086,           0.0032086
                 345,           0.0084149,           0.0031281,                   0,             0.98155,                   1,             0.99439,             0.95739,           0.0061466,           0.0020618,                   0,           0.0031888,           0.0031888,           0.0031888
                 346,           0.0083337,           0.0031074,                   0,             0.99128,             0.99688,             0.99439,             0.94755,           0.0062647,           0.0020276,                   0,            0.003169,            0.003169,            0.003169
                 347,           0.0079695,           0.0030225,                   0,             0.98157,                   1,             0.99465,             0.95561,           0.0061838,           0.0020563,                   0,           0.0031492,           0.0031492,           0.0031492
                 348,           0.0079766,             0.00291,                   0,             0.99128,             0.99704,             0.99491,             0.95905,           0.0061376,           0.0020377,                   0,           0.0031294,           0.0031294,           0.0031294
                 349,           0.0080373,             0.00307,                   0,             0.99127,              0.9966,             0.99448,             0.95725,           0.0060343,           0.0020058,                   0,           0.0031096,           0.0031096,           0.0031096
                 350,           0.0081945,           0.0029617,                   0,             0.98167,                   1,              0.9943,             0.95838,           0.0059363,            0.002003,                   0,           0.0030898,           0.0030898,           0.0030898
                 351,           0.0082376,           0.0029127,                   0,             0.98174,                   1,              0.9943,             0.95233,           0.0062234,           0.0020328,                   0,             0.00307,             0.00307,             0.00307
                 352,           0.0078474,           0.0029359,                   0,              0.9818,                   1,             0.99439,             0.94832,           0.0061956,           0.0020291,                   0,           0.0030502,           0.0030502,           0.0030502
                 353,           0.0079236,           0.0032259,                   0,             0.99129,             0.99876,             0.99439,             0.95923,           0.0060773,           0.0020107,                   0,           0.0030304,           0.0030304,           0.0030304
                 354,           0.0080948,           0.0030379,                   0,              0.9913,             0.99949,             0.99439,             0.95796,           0.0060226,           0.0020374,                   0,           0.0030106,           0.0030106,           0.0030106
                 355,           0.0077784,           0.0031017,                   0,              0.9816,                   1,             0.99439,             0.95463,           0.0061678,           0.0020336,                   0,           0.0029908,           0.0029908,           0.0029908
                 356,           0.0077551,           0.0029283,                   0,             0.98176,                   1,             0.99456,             0.95201,           0.0062963,           0.0020125,                   0,            0.002971,            0.002971,            0.002971
                 357,           0.0080518,           0.0028632,                   0,             0.98179,                   1,             0.99491,             0.95647,           0.0061792,           0.0019788,                   0,           0.0029512,           0.0029512,           0.0029512
                 358,           0.0080541,           0.0030418,                   0,             0.98236,                   1,             0.99491,              0.9504,           0.0061212,           0.0019581,                   0,           0.0029314,           0.0029314,           0.0029314
                 359,           0.0077196,           0.0030525,                   0,             0.98244,                   1,               0.995,             0.95171,           0.0062134,           0.0020335,                   0,           0.0029116,           0.0029116,           0.0029116
                 360,            0.008054,           0.0030812,                   0,             0.98192,                   1,             0.99491,              0.9505,           0.0060974,           0.0020105,                   0,           0.0028918,           0.0028918,           0.0028918
                 361,           0.0080042,           0.0031376,                   0,             0.98251,                   1,               0.995,             0.95496,           0.0060147,           0.0019789,                   0,            0.002872,            0.002872,            0.002872
                 362,            0.007858,           0.0030649,                   0,              0.9826,                   1,               0.995,             0.95522,           0.0061616,           0.0019411,                   0,           0.0028522,           0.0028522,           0.0028522
                 363,           0.0080274,           0.0030346,                   0,              0.9913,             0.99934,               0.995,             0.95648,           0.0060897,           0.0019699,                   0,           0.0028324,           0.0028324,           0.0028324
                 364,            0.007653,           0.0029978,                   0,             0.99128,             0.99771,               0.995,             0.95552,           0.0059967,           0.0019727,                   0,           0.0028126,           0.0028126,           0.0028126
                 365,            0.007939,           0.0029974,                   0,             0.99128,             0.99753,             0.99491,             0.95191,            0.006281,           0.0020708,                   0,           0.0027928,           0.0027928,           0.0027928
                 366,           0.0081056,           0.0029979,                   0,             0.99128,             0.99768,             0.99474,             0.95094,           0.0060406,           0.0020799,                   0,            0.002773,            0.002773,            0.002773
                 367,           0.0079811,            0.003069,                   0,             0.98216,                   1,             0.99491,             0.95512,           0.0059274,           0.0019822,                   0,           0.0027532,           0.0027532,           0.0027532
                 368,           0.0077014,           0.0027541,                   0,             0.98213,                   1,             0.99491,             0.95706,           0.0061883,           0.0020116,                   0,           0.0027334,           0.0027334,           0.0027334
                 369,           0.0077026,           0.0030176,                   0,             0.98213,                   1,             0.99482,             0.95108,           0.0060381,           0.0019598,                   0,           0.0027136,           0.0027136,           0.0027136
                 370,           0.0075572,           0.0029955,                   0,             0.98262,                   1,             0.99483,             0.95264,           0.0060007,            0.001957,                   0,           0.0026938,           0.0026938,           0.0026938
                 371,           0.0075904,           0.0029986,                   0,             0.98246,                   1,             0.99483,             0.95311,           0.0060888,            0.001988,                   0,            0.002674,            0.002674,            0.002674
                 372,           0.0077308,           0.0028243,                   0,             0.98237,                   1,             0.99465,             0.95092,           0.0061221,           0.0019713,                   0,           0.0026542,           0.0026542,           0.0026542
                 373,           0.0077159,           0.0028919,                   0,             0.98251,                   1,             0.99474,             0.95188,           0.0062489,           0.0019645,                   0,           0.0026344,           0.0026344,           0.0026344
                 374,           0.0077872,           0.0030677,                   0,               0.982,                   1,             0.99491,             0.95758,           0.0061025,           0.0019338,                   0,           0.0026146,           0.0026146,           0.0026146
                 375,           0.0076364,           0.0030151,                   0,             0.98265,                   1,               0.995,             0.95534,           0.0058171,            0.001949,                   0,           0.0025948,           0.0025948,           0.0025948
                 376,           0.0075752,           0.0027933,                   0,             0.98184,                   1,               0.995,              0.9584,           0.0057542,           0.0019592,                   0,            0.002575,            0.002575,            0.002575
                 377,           0.0076174,           0.0030095,                   0,             0.98193,                   1,             0.99491,             0.96117,           0.0057316,           0.0019685,                   0,           0.0025552,           0.0025552,           0.0025552
                 378,           0.0071912,           0.0028291,                   0,             0.98203,                   1,             0.99447,             0.95752,           0.0057135,           0.0020022,                   0,           0.0025354,           0.0025354,           0.0025354
                 379,           0.0075515,           0.0028507,                   0,             0.99129,             0.99797,             0.99439,             0.95843,           0.0057829,           0.0019709,                   0,           0.0025156,           0.0025156,           0.0025156
                 380,           0.0073718,           0.0027474,                   0,             0.99129,             0.99813,             0.99448,             0.95672,            0.005681,           0.0019628,                   0,           0.0024958,           0.0024958,           0.0024958
                 381,            0.007741,           0.0030499,                   0,             0.99129,             0.99819,             0.99474,             0.95626,           0.0058421,           0.0019837,                   0,            0.002476,            0.002476,            0.002476
                 382,           0.0073414,            0.002838,                   0,             0.98211,                   1,             0.99482,             0.95573,           0.0058227,            0.001997,                   0,           0.0024562,           0.0024562,           0.0024562
                 383,           0.0074479,           0.0027942,                   0,             0.98211,                   1,             0.99482,             0.95627,            0.005941,           0.0020452,                   0,           0.0024364,           0.0024364,           0.0024364
                 384,           0.0073176,           0.0029277,                   0,             0.98207,                   1,             0.99474,             0.96256,           0.0059253,           0.0020138,                   0,           0.0024166,           0.0024166,           0.0024166
                 385,           0.0075611,           0.0027845,                   0,             0.98205,                   1,             0.99474,             0.95583,           0.0060009,           0.0019794,                   0,           0.0023968,           0.0023968,           0.0023968
                 386,           0.0073405,           0.0028137,                   0,             0.98273,                   1,             0.99465,             0.95966,           0.0060321,           0.0019789,                   0,            0.002377,            0.002377,            0.002377
                 387,            0.007266,           0.0027949,                   0,             0.98209,                   1,             0.99482,             0.95993,           0.0057817,           0.0019793,                   0,           0.0023572,           0.0023572,           0.0023572
                 388,           0.0074484,             0.00268,                   0,             0.98273,                   1,             0.99491,              0.9629,           0.0057915,            0.001945,                   0,           0.0023374,           0.0023374,           0.0023374
                 389,           0.0072827,           0.0029043,                   0,               0.982,                   1,             0.99482,             0.96086,            0.005765,           0.0019365,                   0,           0.0023176,           0.0023176,           0.0023176
                 390,           0.0073077,           0.0030167,                   0,              0.9823,                   1,             0.99483,             0.95661,           0.0059843,           0.0019557,                   0,           0.0022978,           0.0022978,           0.0022978
                 391,             0.00709,           0.0027649,                   0,              0.9821,                   1,             0.99491,             0.95899,           0.0060347,           0.0019158,                   0,            0.002278,            0.002278,            0.002278
                 392,           0.0072899,           0.0026775,                   0,             0.98217,                   1,             0.99491,             0.95957,           0.0059361,            0.001881,                   0,           0.0022582,           0.0022582,           0.0022582
                 393,           0.0074396,           0.0028573,                   0,             0.98219,                   1,             0.99482,             0.95976,           0.0057785,           0.0018776,                   0,           0.0022384,           0.0022384,           0.0022384
                 394,           0.0072762,           0.0028452,                   0,             0.98217,                   1,             0.99482,             0.95644,           0.0058778,           0.0019163,                   0,           0.0022186,           0.0022186,           0.0022186
                 395,            0.007263,           0.0028482,                   0,              0.9913,             0.99912,             0.99483,             0.95874,           0.0058026,           0.0019393,                   0,           0.0021988,           0.0021988,           0.0021988
                 396,           0.0071898,           0.0028592,                   0,             0.99128,             0.99774,               0.995,             0.96086,             0.00591,           0.0019621,                   0,            0.002179,            0.002179,            0.002179
                 397,           0.0072084,           0.0026822,                   0,             0.98216,                   1,             0.99491,             0.95747,           0.0059204,           0.0019619,                   0,           0.0021592,           0.0021592,           0.0021592
                 398,           0.0074541,            0.002899,                   0,              0.9827,                   1,             0.99483,             0.95505,           0.0058802,            0.001961,                   0,           0.0021394,           0.0021394,           0.0021394
                 399,           0.0072726,           0.0029023,                   0,             0.98211,                   1,             0.99474,             0.96045,           0.0059265,           0.0020235,                   0,           0.0021196,           0.0021196,           0.0021196
                 400,           0.0070266,           0.0027793,                   0,             0.98211,                   1,             0.99456,             0.95942,           0.0058348,            0.002003,                   0,           0.0020998,           0.0020998,           0.0020998
                 401,           0.0067897,             0.00283,                   0,             0.98206,                   1,             0.99474,             0.95774,           0.0059536,           0.0019978,                   0,             0.00208,             0.00208,             0.00208
                 402,           0.0068816,           0.0028408,                   0,             0.98199,                   1,             0.99482,             0.96125,           0.0058589,           0.0019714,                   0,           0.0020602,           0.0020602,           0.0020602
                 403,           0.0069539,           0.0027289,                   0,              0.9819,                   1,             0.99491,             0.96527,           0.0056502,           0.0019299,                   0,           0.0020404,           0.0020404,           0.0020404
                 404,           0.0068764,           0.0027446,                   0,             0.98191,                   1,             0.99482,             0.96067,            0.005558,           0.0018928,                   0,           0.0020206,           0.0020206,           0.0020206
                 405,           0.0069627,            0.002668,                   0,             0.98194,                   1,             0.99491,             0.95655,           0.0056987,           0.0018924,                   0,           0.0020008,           0.0020008,           0.0020008
                 406,           0.0071028,           0.0029339,                   0,             0.98189,                   1,             0.99491,             0.96445,           0.0057214,           0.0019003,                   0,            0.001981,            0.001981,            0.001981
                 407,           0.0069666,            0.002589,                   0,             0.98201,                   1,             0.99491,             0.95907,           0.0057307,           0.0019053,                   0,           0.0019612,           0.0019612,           0.0019612
                 408,           0.0066311,           0.0026835,                   0,             0.98211,                   1,             0.99491,              0.9576,           0.0058867,           0.0019184,                   0,           0.0019414,           0.0019414,           0.0019414
                 409,           0.0069029,           0.0026499,                   0,             0.98272,                   1,             0.99491,             0.95998,           0.0057659,           0.0018939,                   0,           0.0019216,           0.0019216,           0.0019216
                 410,           0.0069925,           0.0029514,                   0,             0.98598,             0.99123,               0.995,             0.95785,            0.005837,           0.0019154,                   0,           0.0019018,           0.0019018,           0.0019018
                 411,           0.0068735,           0.0028687,                   0,             0.98567,             0.99123,               0.995,             0.96492,            0.005751,           0.0019187,                   0,            0.001882,            0.001882,            0.001882
                 412,           0.0067374,           0.0027392,                   0,             0.98214,                   1,               0.995,             0.95893,           0.0057474,           0.0019056,                   0,           0.0018622,           0.0018622,           0.0018622
                 413,           0.0068358,           0.0027952,                   0,             0.98258,                   1,             0.99491,             0.96172,           0.0056462,           0.0018914,                   0,           0.0018424,           0.0018424,           0.0018424
                 414,           0.0067975,           0.0026988,                   0,              0.9821,                   1,             0.99491,             0.95837,           0.0056878,           0.0018956,                   0,           0.0018226,           0.0018226,           0.0018226
                 415,           0.0068371,           0.0026725,                   0,             0.98211,                   1,             0.99491,             0.95605,           0.0056842,           0.0018687,                   0,           0.0018028,           0.0018028,           0.0018028
                 416,           0.0070254,           0.0026237,                   0,             0.98212,                   1,             0.99491,             0.95755,           0.0055967,           0.0019101,                   0,            0.001783,            0.001783,            0.001783
                 417,           0.0069359,           0.0026788,                   0,             0.98212,                   1,               0.995,             0.95734,           0.0055732,            0.001921,                   0,           0.0017632,           0.0017632,           0.0017632
                 418,           0.0065196,           0.0026255,                   0,             0.99126,              0.9952,               0.995,             0.96475,           0.0055764,           0.0018802,                   0,           0.0017434,           0.0017434,           0.0017434
                 419,            0.006855,           0.0026573,                   0,             0.98208,                   1,             0.99491,             0.96178,           0.0055591,           0.0018297,                   0,           0.0017236,           0.0017236,           0.0017236
                 420,           0.0066235,           0.0026438,                   0,             0.99128,             0.99721,             0.99491,             0.95712,           0.0057194,           0.0018834,                   0,           0.0017038,           0.0017038,           0.0017038
                 421,           0.0070473,           0.0026759,                   0,             0.98211,                   1,             0.99491,             0.95818,           0.0059066,           0.0019622,                   0,            0.001684,            0.001684,            0.001684
                 422,           0.0067458,           0.0025544,                   0,                   1,             0.98975,               0.995,              0.9617,            0.005781,            0.001991,                   0,           0.0016642,           0.0016642,           0.0016642
                 423,           0.0065958,           0.0024919,                   0,             0.98205,                   1,             0.99491,             0.96036,           0.0058654,           0.0019975,                   0,           0.0016444,           0.0016444,           0.0016444
                 424,            0.006809,           0.0024642,                   0,               0.982,                   1,             0.99491,              0.9577,           0.0056955,           0.0019666,                   0,           0.0016246,           0.0016246,           0.0016246
                 425,           0.0068097,           0.0027628,                   0,             0.99129,             0.99872,             0.99491,             0.96189,            0.005562,           0.0019292,                   0,           0.0016048,           0.0016048,           0.0016048
                 426,           0.0067907,            0.002814,                   0,             0.98205,                   1,             0.99491,             0.96228,           0.0057808,           0.0019542,                   0,            0.001585,            0.001585,            0.001585
                 427,           0.0067914,           0.0026813,                   0,             0.98206,                   1,             0.99491,             0.96264,           0.0057934,           0.0019279,                   0,           0.0015652,           0.0015652,           0.0015652
                 428,           0.0065497,           0.0026367,                   0,             0.98208,                   1,             0.99491,             0.96204,           0.0056882,           0.0018967,                   0,           0.0015454,           0.0015454,           0.0015454
                 429,           0.0067666,           0.0029354,                   0,             0.99125,             0.99341,               0.995,             0.96167,           0.0057087,           0.0018747,                   0,           0.0015256,           0.0015256,           0.0015256
                 430,            0.006549,           0.0024841,                   0,              0.9821,                   1,             0.99491,              0.9581,           0.0057529,           0.0018943,                   0,           0.0015058,           0.0015058,           0.0015058
                 431,           0.0068318,           0.0026406,                   0,             0.99127,             0.99553,               0.995,             0.95938,           0.0058525,           0.0019513,                   0,            0.001486,            0.001486,            0.001486
                 432,           0.0066998,           0.0026264,                   0,             0.99127,             0.99657,               0.995,             0.96249,           0.0056978,           0.0019147,                   0,           0.0014662,           0.0014662,           0.0014662
                 433,           0.0067858,           0.0025208,                   0,             0.99127,             0.99555,               0.995,             0.95913,           0.0056337,             0.00192,                   0,           0.0014464,           0.0014464,           0.0014464
                 434,           0.0065551,           0.0026523,                   0,             0.99123,             0.99184,               0.995,              0.9556,           0.0056004,           0.0018853,                   0,           0.0014266,           0.0014266,           0.0014266
                 435,           0.0066297,           0.0025154,                   0,             0.98226,                   1,             0.99491,             0.96551,           0.0055354,           0.0018709,                   0,           0.0014068,           0.0014068,           0.0014068
                 436,           0.0065255,           0.0026909,                   0,                   1,             0.98903,               0.995,             0.96389,           0.0056253,           0.0019041,                   0,            0.001387,            0.001387,            0.001387
                 437,            0.006704,           0.0025234,                   0,                   1,             0.98866,               0.995,             0.96762,           0.0055652,           0.0019001,                   0,           0.0013672,           0.0013672,           0.0013672
                 438,           0.0061607,           0.0026464,                   0,                   1,             0.98824,               0.995,             0.96451,           0.0056551,           0.0019012,                   0,           0.0013474,           0.0013474,           0.0013474
                 439,           0.0064876,            0.002511,                   0,                   1,             0.98811,               0.995,             0.96386,           0.0056245,           0.0018999,                   0,           0.0013276,           0.0013276,           0.0013276
                 440,           0.0066285,           0.0024804,                   0,             0.98181,                   1,             0.99491,             0.96121,           0.0056036,           0.0018909,                   0,           0.0013078,           0.0013078,           0.0013078
                 441,           0.0065101,           0.0028297,                   0,             0.98161,                   1,             0.99491,             0.95841,           0.0058483,           0.0019154,                   0,            0.001288,            0.001288,            0.001288
                 442,           0.0063602,             0.00266,                   0,             0.98131,                   1,             0.99491,             0.96448,           0.0057174,           0.0019301,                   0,           0.0012682,           0.0012682,           0.0012682
                 443,           0.0062255,           0.0026583,                   0,             0.98153,                   1,             0.99491,             0.96185,           0.0056659,           0.0019457,                   0,           0.0012484,           0.0012484,           0.0012484
                 444,           0.0063981,           0.0024935,                   0,             0.98155,                   1,             0.99491,             0.96135,            0.005686,           0.0019499,                   0,           0.0012286,           0.0012286,           0.0012286
                 445,           0.0067147,            0.002771,                   0,             0.98198,                   1,             0.99491,             0.96134,           0.0056887,           0.0019238,                   0,           0.0012088,           0.0012088,           0.0012088
                 446,           0.0065052,           0.0026835,                   0,             0.98178,                   1,             0.99491,             0.96036,           0.0055781,           0.0018822,                   0,            0.001189,            0.001189,            0.001189
                 447,           0.0066025,           0.0026624,                   0,                   1,             0.98934,               0.995,             0.96224,           0.0055732,           0.0018661,                   0,           0.0011692,           0.0011692,           0.0011692
                 448,           0.0065962,            0.002705,                   0,                   1,             0.98927,               0.995,              0.9639,           0.0056529,           0.0018962,                   0,           0.0011494,           0.0011494,           0.0011494
                 449,           0.0062859,           0.0024688,                   0,             0.98232,                   1,             0.99491,              0.9655,           0.0055438,           0.0019091,                   0,           0.0011296,           0.0011296,           0.0011296
                 450,           0.0063856,           0.0026496,                   0,                   1,             0.98909,               0.995,             0.96442,           0.0055431,           0.0018963,                   0,           0.0011098,           0.0011098,           0.0011098
                 451,           0.0061255,           0.0025593,                   0,                   1,             0.98922,               0.995,             0.96325,           0.0054045,           0.0018497,                   0,             0.00109,             0.00109,             0.00109
                 452,           0.0066151,           0.0027533,                   0,             0.98258,                   1,             0.99491,             0.96206,           0.0053442,           0.0018419,                   0,           0.0010702,           0.0010702,           0.0010702
                 453,           0.0063644,           0.0025223,                   0,             0.98184,                   1,             0.99491,             0.96165,           0.0053661,           0.0018656,                   0,           0.0010504,           0.0010504,           0.0010504
                 454,           0.0063375,           0.0024186,                   0,             0.98184,                   1,             0.99491,             0.96389,           0.0053834,           0.0018545,                   0,           0.0010306,           0.0010306,           0.0010306
                 455,           0.0063265,           0.0026773,                   0,             0.99124,             0.99226,               0.995,              0.9611,           0.0054766,           0.0018687,                   0,           0.0010108,           0.0010108,           0.0010108
                 456,           0.0065458,           0.0027457,                   0,             0.99124,             0.99266,               0.995,             0.96289,           0.0054045,           0.0018826,                   0,            0.000991,            0.000991,            0.000991
                 457,           0.0062053,           0.0026234,                   0,             0.99125,             0.99327,               0.995,             0.95977,           0.0054447,           0.0018988,                   0,           0.0009712,           0.0009712,           0.0009712
                 458,           0.0062452,           0.0026416,                   0,             0.99129,             0.99811,             0.99491,              0.9638,           0.0053729,           0.0018985,                   0,           0.0009514,           0.0009514,           0.0009514
                 459,           0.0061567,           0.0026004,                   0,             0.98148,                   1,             0.99491,             0.96509,           0.0054146,           0.0019327,                   0,           0.0009316,           0.0009316,           0.0009316
                 460,           0.0063939,           0.0026734,                   0,             0.99125,              0.9935,               0.995,             0.96781,           0.0054482,            0.001941,                   0,           0.0009118,           0.0009118,           0.0009118
                 461,           0.0064026,           0.0026292,                   0,             0.99123,             0.99165,               0.995,             0.96256,           0.0053876,           0.0019303,                   0,            0.000892,            0.000892,            0.000892
                 462,            0.006187,           0.0026014,                   0,                   1,             0.98879,               0.995,             0.96703,           0.0052943,           0.0019268,                   0,           0.0008722,           0.0008722,           0.0008722
                 463,           0.0065326,           0.0025125,                   0,              0.9913,             0.99995,             0.99491,             0.96798,           0.0052875,           0.0019176,                   0,           0.0008524,           0.0008524,           0.0008524
                 464,           0.0061328,           0.0026294,                   0,             0.98164,                   1,               0.995,             0.96862,           0.0052984,           0.0019076,                   0,           0.0008326,           0.0008326,           0.0008326
                 465,           0.0064431,           0.0025745,                   0,             0.99125,             0.99424,               0.995,              0.9631,            0.005247,           0.0019042,                   0,           0.0008128,           0.0008128,           0.0008128
                 466,           0.0064867,           0.0024942,                   0,             0.98141,                   1,             0.99491,             0.96251,           0.0053212,           0.0019424,                   0,            0.000793,            0.000793,            0.000793
                 467,           0.0061789,           0.0024974,                   0,             0.98884,             0.99123,               0.995,             0.96642,            0.005373,             0.00194,                   0,           0.0007732,           0.0007732,           0.0007732
                 468,            0.006465,           0.0026142,                   0,              0.9907,             0.99123,               0.995,             0.96718,           0.0053918,           0.0019227,                   0,           0.0007534,           0.0007534,           0.0007534
                 469,           0.0061795,           0.0025393,                   0,             0.98256,                   1,             0.99491,             0.96654,            0.005435,           0.0019212,                   0,           0.0007336,           0.0007336,           0.0007336
                 470,           0.0062076,           0.0025697,                   0,                   1,             0.99083,               0.995,             0.96832,           0.0053803,           0.0019144,                   0,           0.0007138,           0.0007138,           0.0007138
                 471,           0.0064789,           0.0025116,                   0,             0.98265,                   1,             0.99491,              0.9663,           0.0053459,           0.0019251,                   0,            0.000694,            0.000694,            0.000694
                 472,           0.0063123,           0.0024808,                   0,              0.9913,             0.99975,             0.99491,             0.96734,           0.0053249,           0.0019298,                   0,           0.0006742,           0.0006742,           0.0006742
                 473,           0.0060801,            0.002686,                   0,                   1,             0.98947,               0.995,             0.96417,           0.0053357,           0.0019109,                   0,           0.0006544,           0.0006544,           0.0006544
                 474,           0.0061739,           0.0026908,                   0,             0.99128,             0.99759,             0.99491,             0.96797,           0.0054323,             0.00191,                   0,           0.0006346,           0.0006346,           0.0006346
                 475,           0.0060339,           0.0024591,                   0,             0.98178,                   1,             0.99491,             0.96587,            0.005483,            0.001893,                   0,           0.0006148,           0.0006148,           0.0006148
                 476,           0.0060568,           0.0024457,                   0,             0.98168,                   1,             0.99491,             0.96545,           0.0055614,           0.0019004,                   0,            0.000595,            0.000595,            0.000595
                 477,           0.0063835,           0.0024618,                   0,             0.98159,                   1,             0.99491,             0.97044,           0.0054462,           0.0019018,                   0,           0.0005752,           0.0005752,           0.0005752
                 478,           0.0061308,           0.0024746,                   0,             0.99129,             0.99818,             0.99491,             0.97026,           0.0053403,           0.0019033,                   0,           0.0005554,           0.0005554,           0.0005554
                 479,           0.0061261,           0.0025378,                   0,                   1,               0.991,               0.995,             0.96957,            0.005314,            0.001907,                   0,           0.0005356,           0.0005356,           0.0005356
                 480,           0.0058384,           0.0024091,                   0,             0.99125,             0.99354,               0.995,             0.96853,           0.0052523,           0.0018921,                   0,           0.0005158,           0.0005158,           0.0005158
                 481,           0.0060203,           0.0024606,                   0,             0.99128,             0.99743,             0.99491,             0.96783,           0.0052368,           0.0018903,                   0,            0.000496,            0.000496,            0.000496
                 482,           0.0061071,           0.0024537,                   0,             0.99128,               0.997,             0.99491,             0.96615,           0.0053453,           0.0019085,                   0,           0.0004762,           0.0004762,           0.0004762
                 483,           0.0057235,           0.0023213,                   0,             0.99125,             0.99429,               0.995,             0.96581,           0.0053302,           0.0019087,                   0,           0.0004564,           0.0004564,           0.0004564
                 484,           0.0061115,            0.002628,                   0,             0.98181,                   1,               0.995,             0.96728,           0.0052993,           0.0019135,                   0,           0.0004366,           0.0004366,           0.0004366
                 485,           0.0061793,           0.0026097,                   0,             0.98182,                   1,               0.995,             0.96698,           0.0052491,           0.0019008,                   0,           0.0004168,           0.0004168,           0.0004168
                 486,           0.0063362,           0.0026348,                   0,             0.98184,                   1,             0.99491,             0.96957,           0.0052013,           0.0018931,                   0,            0.000397,            0.000397,            0.000397
                 487,           0.0061728,            0.002629,                   0,             0.98185,                   1,             0.99491,             0.96763,           0.0051955,           0.0018832,                   0,           0.0003772,           0.0003772,           0.0003772
                 488,           0.0059656,            0.002464,                   0,             0.99124,             0.99298,               0.995,               0.969,           0.0052323,           0.0018779,                   0,           0.0003574,           0.0003574,           0.0003574
                 489,            0.006101,           0.0025534,                   0,             0.99125,             0.99341,               0.995,             0.96816,           0.0052796,           0.0018868,                   0,           0.0003376,           0.0003376,           0.0003376
                 490,           0.0058999,           0.0025078,                   0,             0.98182,                   1,             0.99491,             0.96621,           0.0052816,           0.0018999,                   0,           0.0003178,           0.0003178,           0.0003178
                 491,           0.0059014,           0.0026381,                   0,             0.99125,             0.99345,               0.995,              0.9659,           0.0052532,           0.0019083,                   0,            0.000298,            0.000298,            0.000298
                 492,           0.0060862,           0.0025004,                   0,             0.98189,                   1,             0.99491,             0.96632,           0.0051911,           0.0019068,                   0,           0.0002782,           0.0002782,           0.0002782
                 493,           0.0058367,           0.0024994,                   0,             0.99129,             0.99832,             0.99491,             0.96762,           0.0051627,           0.0018948,                   0,           0.0002584,           0.0002584,           0.0002584
                 494,           0.0057242,           0.0023753,                   0,                   1,             0.99001,               0.995,             0.96642,           0.0051406,           0.0019064,                   0,           0.0002386,           0.0002386,           0.0002386
                 495,           0.0060465,            0.002293,                   0,              0.9913,             0.99941,             0.99491,             0.96642,           0.0052074,           0.0019123,                   0,           0.0002188,           0.0002188,           0.0002188
                 496,           0.0058389,           0.0024688,                   0,                   1,             0.98971,               0.995,             0.96634,           0.0051602,           0.0019018,                   0,            0.000199,            0.000199,            0.000199
